customer_id,age,tenure_months,monthly_charge,state,plan,signup_date,support_tickets,churned,last_payment,data_source,cancellation_reason,notes
C02266,63,92,59.01,CA,basic,2021-09-12,0,1,$65.77,crm_export,price,note-2266
C02267,66,49,110.23,TX,pro,2023-06-30,1,0,$86.92,crm_export,,note-2267
C02268,25,56,84.16,WA,basic,2020-09-24,0,0,$77.93,crm_export,,note-2268
C02269,83,70,94.32,NY,pro,2021-07-26,1,0,$71.58,crm_export,,note-2269
C02270,999,36,80.87,WA,basic,2022-03-09,1,0,$65.35,crm_export,,note-2270
C02271,39,7,58.89,TX,basic,2021-04-30,1,1,$61.44,crm_export,service,note-2271
C02272,37,68,85.28,TX,pro,2021-03-17,0,0,$60.29,crm_export,,note-2272
C02273,48,98,100.23,NY,pro,2020-05-30,2,0,$74.57,crm_export,,note-2273
C02274,29,8,,WA,basic,2021-01-08,0,0,$38.98,crm_export,,note-2274
C02275,46,25,115.04,TX,pro,2021-05-16,3,0,$99.26,crm_export,,note-2275
C02276,32,31,91.26,TX,pro,2023-03-18,0,0,$55.25,crm_export,,note-2276
C02277,21,96,75.3,TX,basic,2021-04-16,1,0,$81.15,crm_export,,note-2277
C02278,999,60,76.29,CA,enterprise,2020-08-13,0,0,$71.61,crm_export,,note-2278
C02279,63,64,,FL,basic,2023-03-31,1,0,$46.93,crm_export,,note-2279
C02280,69,77,38.72,NY,basic,2021-05-07,1,1,$95.85,crm_export,moved,note-2280
C02281,41,33,67.75,NY,pro,2023-07-11,3,0,$91.63,crm_export,,note-2281
C02282,39,85,75.53,FL,basic,2020-06-01,1,0,$38.59,crm_export,,note-2282
C02283,70,3,59.6,CA,pro,2020-01-31,1,0,$68.53,crm_export,,note-2283
C02284,63,13,,N.Y.,basic,2023-07-14,0,0,$74.15,crm_export,,note-2284
C02285,73,97,70.53,TX,basic,2020-05-17,0,0,$28.57,crm_export,,note-2285
C02286,78,78,89.34,ny,basic,2020-01-12,1,0,$27.59,crm_export,,note-2286
C02287,73,21,86.58,CA,pro,2022-06-19,3,0,$53.33,crm_export,,note-2287
C02288,80,52,74.18,FL,pro,2021-03-20,1,0,$43.74,crm_export,,note-2288
C02289,45,6,35.82,NY,basic,2021-11-09,2,0,$49.13,crm_export,,note-2289
C02290,44,80,114.77,WA,basic,2021-07-25,0,0,$43.74,crm_export,,note-2290
C02291,39,90,66.45,NY,basic,2021-02-19,1,0,$67.55,crm_export,,note-2291
C02292,33,33,67.98,CA,basic,2021-11-04,0,0,$52.15,crm_export,,note-2292
C02293,68,42,61.44,TX,pro,2020-12-29,0,1,$92.28,crm_export,price,note-2293
C02294,999,28,57.79,CA,pro,2020-11-10,0,0,$73.61,crm_export,,note-2294
C02295,71,46,108.6,NY,basic,2020-11-10,4,0,$85.89,crm_export,,note-2295
C02296,29,32,104.65,FL,basic,2020-06-14,0,1,$36.23,crm_export,moved,note-2296
C02297,50,29,81.11,TX,pro,2022-01-05,1,0,$57.44,crm_export,,note-2297
C02298,32,51,67.31,FL,basic,2022-02-06,1,1,$72.72,crm_export,moved,note-2298
C02299,77,103,85.48,WA,basic,2020-01-25,1,0,$79.06,crm_export,,note-2299
C02300,35,91,71.84,TX,pro,2021-10-05,2,0,$57.05,crm_export,,note-2300
C02301,27,35,65.24,TX,basic,2022-10-31,4,0,$59.98,crm_export,,note-2301
C02302,56,113,78.45,CA,basic,2020-01-02,1,0,$62.17,crm_export,,note-2302
C02303,76,25,58.97,NY,basic,2021-02-24,2,0,$64.04,crm_export,,note-2303
C02304,79,109,76.31,FL,pro,2023-09-07,0,0,$113.28,crm_export,,note-2304
C02305,24,37,75.11,CA,basic,2021-08-20,2,0,$76.26,crm_export,,note-2305
C02306,39,64,85.07,N.Y.,pro,2020-01-24,0,0,$70.80,crm_export,,note-2306
C02307,28,24,54.52,CA,basic,2022-01-07,0,0,$44.82,crm_export,,note-2307
C02308,38,91,87.75,WA,basic,2021-07-29,1,0,$45.29,crm_export,,note-2308
C02309,53,38,47.34,TX,pro,2020-10-22,1,0,$65.74,crm_export,,note-2309
C02310,36,104,55.69,FL,basic,2020-04-12,0,0,$92.61,crm_export,,note-2310
C02311,22,9,56.78,FL,basic,2023-05-22,0,0,$66.02,crm_export,,note-2311
C02312,52,60,43.2,NY,basic,2023-02-11,0,0,$66.87,crm_export,,note-2312
C02313,21,19,,CA,pro,2022-08-12,4,0,$55.12,crm_export,,note-2313
C02314,33,106,45.77,NY,basic,2020-01-25,3,0,$35.17,crm_export,,note-2314
C02315,18,50,52.53,CA,pro,2023-05-03,1,0,$78.74,crm_export,,note-2315
C02316,23,80,101.39,NY,basic,2021-10-24,0,1,$64.91,crm_export,service,note-2316
C02317,47,105,55.74,NY,basic,2021-10-27,1,1,$78.92,crm_export,price,note-2317
C02318,74,64,65.3,FL,basic,2023-05-13,1,0,$73.09,crm_export,,note-2318
C02319,69,6,44.7,NY,basic,2021-08-28,2,0,$50.72,crm_export,,note-2319
C02320,24,26,90.82,CA,pro,2020-11-26,1,0,$74.51,crm_export,,note-2320
C02321,20,25,91.17,WA,basic,2020-11-27,1,0,$44.18,crm_export,,note-2321
C02322,40,109,88.47,CA,enterprise,2023-07-21,0,0,$74.35,crm_export,,note-2322
C02323,61,109,83.44,NY,basic,2022-02-01,0,0,$68.74,crm_export,,note-2323
C02324,68,57,71.84,NY,basic,2022-03-21,2,0,$100.81,crm_export,,note-2324
C02325,73,106,56.89,CA,basic,2022-04-10,2,0,$52.66,crm_export,,note-2325
C02326,40,29,49.63,WA,pro,2020-11-04,0,0,$43.46,crm_export,,note-2326
C02327,29,81,,NY,basic,2021-08-10,0,0,$61.74,crm_export,,note-2327
C02328,19,47,89.12,FL,basic,2023-08-25,0,0,$82.18,crm_export,,note-2328
C02329,27,28,52.67,CA,enterprise,2020-07-22,3,0,$14.05,crm_export,,note-2329
C02330,22,30,71.0,TX,pro,2023-08-24,1,0,$87.51,crm_export,,note-2330
C02331,75,50,62.5,CA,basic,2021-01-17,0,0,$65.83,crm_export,,note-2331
C02332,35,40,41.79,NY,pro,2021-02-18,0,0,$47.16,crm_export,,note-2332
C02333,73,25,,TX,basic,2020-01-20,3,0,$62.64,crm_export,,note-2333
C02334,55,40,59.61,WA,basic,2022-07-18,0,0,$55.18,crm_export,,note-2334
C02335,54,15,46.19,NY,basic,2021-03-22,2,0,$45.50,crm_export,,note-2335
C02336,48,116,33.02,FL,pro,2021-10-05,1,0,$31.23,crm_export,,note-2336
C02337,72,45,30.9,CA,basic,2022-03-24,2,0,$84.61,crm_export,,note-2337
C02338,20,12,60.71,New York,pro,2022-06-06,0,1,$58.81,crm_export,moved,note-2338
C02339,24,69,67.87,FL,pro,2023-08-30,0,0,$62.17,crm_export,,note-2339
C02340,46,105,,TX,basic,2022-02-17,2,1,$86.90,crm_export,moved,note-2340
C02341,44,43,86.27,New York,basic,2020-09-06,0,0,$71.12,crm_export,,note-2341
C02342,999,101,68.36,FL,pro,2022-09-11,1,0,$38.81,crm_export,,note-2342
C02343,67,73,84.42,CA,basic,2020-03-18,1,0,$83.46,crm_export,,note-2343
C02344,57,88,65.43,FL,basic,2023-03-26,2,0,$99.68,crm_export,,note-2344
C02345,35,35,50.32,WA,basic,2021-02-18,2,0,$80.06,crm_export,,note-2345
C02346,39,4,72.85,FL,pro,2022-10-08,2,0,$52.70,crm_export,,note-2346
C02347,68,41,38.43,NY,basic,2020-08-07,1,0,$40.54,crm_export,,note-2347
C02348,31,110,83.49,NY,basic,2021-07-23,2,0,$51.97,crm_export,,note-2348
C02349,51,94,46.57,WA,basic,2022-08-31,3,0,$72.06,crm_export,,note-2349
C02350,54,94,92.96,FL,basic,2022-05-19,0,0,$98.53,crm_export,,note-2350
C02351,68,105,61.54,WA,enterprise,2020-01-09,1,0,$54.81,crm_export,,note-2351
C02352,65,44,96.56,WA,basic,2020-02-18,3,0,$57.02,crm_export,,note-2352
C02353,49,38,41.93,TX,pro,2023-10-05,4,0,$90.43,crm_export,,note-2353
C02354,38,111,53.06,CA,pro,2022-01-10,1,0,$61.32,crm_export,,note-2354
C02355,42,-1,79.52,NY,basic,2023-04-12,0,0,$104.28,crm_export,,note-2355
C02356,45,35,99.26,NY,pro,2020-04-11,0,0,$67.04,crm_export,,note-2356
C02357,32,33,111.67,WA,enterprise,2021-11-17,1,0,$93.36,crm_export,,note-2357
C02358,59,105,71.03,NY,pro,2022-03-17,0,0,$77.66,crm_export,,note-2358
C02359,31,6,115.94,ny,pro,2023-07-13,0,0,$84.14,crm_export,,note-2359
C02360,61,7,62.76,WA,basic,2022-09-21,2,0,$66.46,crm_export,,note-2360
C02361,68,88,97.47,CA,pro,2022-05-29,4,0,$67.77,crm_export,,note-2361
C02362,82,0,46.45,ny,basic,2021-02-14,1,0,$78.38,crm_export,,note-2362
C02363,25,20,80.51,TX,pro,2023-10-23,2,0,$85.96,crm_export,,note-2363
C02364,68,118,11.46,WA,basic,2021-04-03,5,0,$80.52,crm_export,,note-2364
C02365,23,51,41.96,TX,basic,2021-01-24,1,0,$34.65,crm_export,,note-2365
C02366,40,87,,TX,pro,2022-10-10,0,0,$75.15,crm_export,,note-2366
C02367,29,-1,37.19,WA,pro,2023-10-27,1,0,$56.87,crm_export,,note-2367
C02368,28,10,80.67,WA,basic,2023-04-14,2,0,$59.08,crm_export,,note-2368
C02369,29,22,,FL,pro,2020-09-09,3,0,$79.15,crm_export,,note-2369
C02370,20,91,57.47,FL,enterprise,2023-02-15,2,0,$103.96,crm_export,,note-2370
C02371,73,11,45.78,WA,pro,2021-05-09,0,0,$65.36,crm_export,,note-2371
C02372,22,71,58.15,WA,pro,2020-11-06,0,0,$109.46,crm_export,,note-2372
C02373,44,41,45.85,FL,pro,2023-08-02,0,0,$48.06,crm_export,,note-2373
C02374,64,44,67.47,NY,pro,2023-08-22,2,0,$94.63,crm_export,,note-2374
C02375,84,114,72.55,FL,basic,2021-06-02,1,0,$78.61,crm_export,,note-2375
C02376,75,72,62.35,NY,basic,2020-02-06,0,0,$74.17,crm_export,,note-2376
C02377,27,73,111.86,TX,pro,2020-10-20,4,0,$97.66,crm_export,,note-2377
C02378,84,42,52.01,TX,enterprise,2022-01-27,2,0,$57.27,crm_export,,note-2378
C02379,61,45,104.79,WA,basic,2020-03-24,0,0,$95.55,crm_export,,note-2379
C02380,30,82,43.97,TX,basic,2020-11-14,1,0,$65.83,crm_export,,note-2380
C02381,48,4,71.82,New York,basic,2020-07-27,0,0,$57.16,crm_export,,note-2381
C02382,999,28,99.58,WA,pro,2023-08-25,0,0,$43.47,crm_export,,note-2382
C02383,44,72,98.28,WA,pro,2021-05-12,1,0,$101.71,crm_export,,note-2383
C02384,30,74,59.49,CA,basic,2021-06-16,3,0,$92.83,crm_export,,note-2384
C02385,76,11,83.88,FL,basic,2021-08-12,2,1,$60.44,crm_export,moved,note-2385
C02386,81,94,80.53,NY,basic,2020-01-19,1,0,$80.91,crm_export,,note-2386
C02387,83,65,56.5,TX,pro,2022-01-29,4,0,$72.53,crm_export,,note-2387
C02388,82,-1,85.4,TX,basic,2023-07-01,2,0,$62.94,crm_export,,note-2388
C02389,76,90,116.56,NY,basic,2023-02-13,2,0,$89.30,crm_export,,note-2389
C02390,48,118,81.79,WA,basic,2020-12-16,1,0,$57.49,crm_export,,note-2390
C02391,30,50,84.16,WA,pro,2020-01-19,0,0,$26.17,crm_export,,note-2391
C02392,59,34,86.8,TX,basic,2022-12-18,0,0,$75.20,crm_export,,note-2392
C02393,32,35,33.48,CA,basic,2023-03-23,1,0,$71.34,crm_export,,note-2393
C02394,49,71,81.51,CA,basic,2023-07-14,0,0,$58.13,crm_export,,note-2394
C02395,61,5,44.58,NY,enterprise,2022-03-19,3,1,$52.15,crm_export,service,note-2395
C02396,81,58,55.25,WA,basic,2021-10-24,0,0,$38.81,crm_export,,note-2396
C02397,37,2,124.05,TX,basic,2022-11-25,1,1,$62.75,crm_export,price,note-2397
C02398,34,4,63.67,CA,basic,2022-08-24,2,0,$52.50,crm_export,,note-2398
C02399,67,51,51.5,TX,basic,2022-11-25,1,0,$89.29,crm_export,,note-2399
C02400,18,89,98.81,WA,pro,2021-02-02,0,0,$80.33,crm_export,,note-2400
C02401,55,106,46.31,TX,pro,2023-06-18,2,0,$60.31,crm_export,,note-2401
C02402,67,10,58.81,TX,basic,2020-02-22,1,1,$80.45,crm_export,moved,note-2402
C02403,54,-1,,CA,pro,2020-05-10,3,0,$67.85,crm_export,,note-2403
C02404,43,50,71.07,WA,basic,2022-07-05,2,0,$64.61,crm_export,,note-2404
C02405,73,68,30.96,CA,pro,2022-03-11,0,0,$68.90,crm_export,,note-2405
C02406,999,118,83.6,WA,basic,2022-02-14,0,1,$105.43,crm_export,service,note-2406
C02407,65,-1,,NY,basic,2023-06-26,0,0,$82.88,crm_export,,note-2407
C02408,49,64,108.5,CA,pro,2023-05-04,1,0,$64.03,crm_export,,note-2408
C02409,19,7,54.85,NY,enterprise,2022-10-03,2,0,$87.88,crm_export,,note-2409
C02410,53,9,96.28,CA,pro,2020-08-18,2,0,$87.16,crm_export,,note-2410
C02411,21,18,114.39,CA,pro,2020-05-15,0,0,$75.19,crm_export,,note-2411
C02412,80,79,48.73,CA,pro,2020-07-14,2,0,$63.43,crm_export,,note-2412
C02413,999,39,65.17,FL,pro,2022-05-09,4,0,$62.11,crm_export,,note-2413
C02414,42,28,79.72,WA,basic,2022-09-24,0,0,$48.50,crm_export,,note-2414
C02415,50,80,48.57,NY,basic,2023-01-24,1,0,$73.61,crm_export,,note-2415
C02416,59,97,76.76,N.Y.,pro,2020-05-24,1,0,$57.80,crm_export,,note-2416
C02417,35,52,64.38,NY,basic,2021-01-19,1,0,$61.27,crm_export,,note-2417
C02418,37,105,63.87,TX,pro,2021-04-18,1,0,$82.48,crm_export,,note-2418
C02419,46,88,,NY,basic,2022-06-04,2,0,$103.74,crm_export,,note-2419
C02420,35,85,71.78,WA,basic,2020-03-06,1,0,$77.48,crm_export,,note-2420
C02421,68,104,74.1,TX,basic,2023-03-22,4,0,$67.90,crm_export,,note-2421
C02422,24,22,55.03,ny,pro,2020-04-22,5,0,$69.62,crm_export,,note-2422
C02423,73,91,56.12,WA,basic,2022-01-03,1,0,$92.76,crm_export,,note-2423
C02424,999,114,67.04,FL,pro,2023-07-30,1,0,$77.75,crm_export,,note-2424
C02425,55,119,68.88,CA,basic,2020-09-28,2,0,$73.87,crm_export,,note-2425
C02426,28,69,59.03,New York,basic,2022-08-20,0,0,$75.29,crm_export,,note-2426
C02427,43,90,78.1,NY,pro,2022-02-08,0,0,$41.43,crm_export,,note-2427
C02428,68,106,24.63,CA,basic,2023-02-21,1,0,$77.81,crm_export,,note-2428
C02429,36,102,51.74,FL,pro,2022-04-03,0,0,$52.50,crm_export,,note-2429
C02430,26,107,63.0,TX,basic,2023-04-02,1,0,$77.89,crm_export,,note-2430
C02431,52,99,48.6,CA,basic,2021-07-17,0,0,$55.30,crm_export,,note-2431
C02432,28,45,110.73,TX,basic,2020-08-17,0,1,$81.82,crm_export,moved,note-2432
C02433,39,87,70.47,WA,pro,2022-08-09,3,0,$66.94,crm_export,,note-2433
C02434,48,49,74.42,WA,basic,2023-09-16,1,0,$47.09,crm_export,,note-2434
C02435,55,96,57.92,WA,basic,2021-08-29,1,0,$64.19,crm_export,,note-2435
C02436,60,97,69.61,WA,pro,2023-02-21,0,0,$114.12,crm_export,,note-2436
C02437,63,112,39.62,FL,enterprise,2023-05-13,1,0,$24.54,crm_export,,note-2437
C02438,74,70,65.75,WA,pro,2022-06-22,2,0,$73.33,crm_export,,note-2438
C02439,22,57,46.57,WA,pro,2023-01-13,1,0,$49.79,crm_export,,note-2439
C02440,42,19,63.06,FL,basic,2022-02-27,1,0,$97.54,crm_export,,note-2440
C02441,18,76,6.0,TX,basic,2023-01-31,0,0,$86.33,crm_export,,note-2441
C02442,999,67,41.8,WA,pro,2021-04-15,1,0,$73.72,crm_export,,note-2442
C02443,32,61,106.6,TX,pro,2022-01-06,0,1,$88.35,crm_export,service,note-2443
C02444,58,81,90.76,CA,pro,2020-04-18,2,0,$74.89,crm_export,,note-2444
C02445,77,102,102.98,CA,pro,2020-10-01,2,0,$70.12,crm_export,,note-2445
C02446,69,17,104.69,TX,pro,2022-03-21,1,0,$58.02,crm_export,,note-2446
C02447,61,51,86.82,CA,basic,2022-10-11,1,0,$62.78,crm_export,,note-2447
C02448,70,86,58.68,CA,basic,2020-02-11,0,0,$60.72,crm_export,,note-2448
C02449,29,98,44.07,NY,enterprise,2020-04-06,2,0,$70.21,crm_export,,note-2449
C02450,74,93,98.67,TX,basic,2020-01-09,3,0,$32.16,crm_export,,note-2450
C02451,77,95,71.61,TX,basic,2021-12-25,0,0,$90.59,crm_export,,note-2451
C02452,24,102,132.35,TX,basic,2021-04-14,1,0,$108.94,crm_export,,note-2452
C02453,49,-1,60.87,New York,pro,2020-03-15,1,1,$61.36,crm_export,moved,note-2453
C02454,73,72,119.32,WA,pro,2023-01-16,0,0,$93.50,crm_export,,note-2454
C02455,49,29,66.08,NY,pro,2022-01-09,1,0,$67.32,crm_export,,note-2455
C02456,74,-1,103.4,TX,basic,2020-01-15,0,0,$57.95,crm_export,,note-2456
C02457,80,85,112.42,FL,basic,2022-08-18,0,0,$62.36,crm_export,,note-2457
C02458,49,12,44.43,calif.,basic,2023-06-30,0,1,$71.71,crm_export,moved,note-2458
C02459,21,90,57.88,CA,pro,2021-08-09,0,0,$55.57,crm_export,,note-2459
C02460,40,65,44.18,CA,basic,2023-08-22,0,0,$82.12,crm_export,,note-2460
C02461,32,112,39.25,NY,pro,2021-08-06,1,0,$59.61,crm_export,,note-2461
C02462,49,25,86.68,NY,basic,2020-04-18,1,0,$48.54,crm_export,,note-2462
C02463,57,108,65.08,CA,pro,2020-06-20,3,1,$69.60,crm_export,service,note-2463
C02464,49,53,71.31,N.Y.,basic,2020-04-03,0,0,$56.12,crm_export,,note-2464
C02465,31,68,83.91,FL,pro,2021-02-26,0,1,$63.45,crm_export,moved,note-2465
C02466,999,79,23.57,WA,pro,2021-06-22,0,0,$68.91,crm_export,,note-2466
C02467,63,69,102.17,TX,basic,2021-09-13,5,0,$43.21,crm_export,,note-2467
C02468,19,108,,CA,basic,2021-11-03,2,0,$99.18,crm_export,,note-2468
C02469,32,20,83.31,FL,basic,2023-04-23,3,0,$86.25,crm_export,,note-2469
C02470,77,87,,CA,basic,2020-01-17,2,1,$57.40,crm_export,service,note-2470
C02471,24,116,104.27,CA,pro,2023-06-11,1,0,$69.62,crm_export,,note-2471
C02472,45,26,67.38,TX,basic,2020-11-30,1,0,$82.72,crm_export,,note-2472
C02473,999,30,16.91,TX,pro,2023-08-28,1,0,$74.17,crm_export,,note-2473
C02474,25,57,71.43,NY,basic,2020-07-08,0,0,$107.60,crm_export,,note-2474
C02475,46,86,75.02,WA,pro,2020-05-20,0,0,$65.23,crm_export,,note-2475
C02476,52,115,44.14,CA,basic,2020-06-19,2,0,$93.78,crm_export,,note-2476
C02477,29,95,73.69,CA,basic,2021-02-18,0,0,$43.31,crm_export,,note-2477
C02478,23,95,60.97,TX,basic,2023-08-11,0,0,$46.38,crm_export,,note-2478
C02479,27,52,,TX,pro,2021-10-10,2,0,$103.69,crm_export,,note-2479
C02480,61,77,86.79,WA,basic,2020-08-19,0,0,$61.36,crm_export,,note-2480
C02481,75,25,55.91,CA,pro,2022-06-17,0,0,$46.65,crm_export,,note-2481
C02482,30,55,59.84,TX,basic,2021-12-12,0,0,$69.05,crm_export,,note-2482
C02483,39,22,,CA,enterprise,2022-09-10,0,0,$95.28,crm_export,,note-2483
C02484,41,3,100.89,CA,pro,2022-11-04,1,1,$54.73,crm_export,service,note-2484
C02485,42,102,68.98,TX,pro,2023-01-05,1,0,$69.17,crm_export,,note-2485
C02486,34,-1,71.98,FL,pro,2020-07-30,1,0,$32.91,crm_export,,note-2486
C02487,21,61,58.98,CA,basic,2021-11-25,1,0,$60.62,crm_export,,note-2487
C02488,53,1,81.57,WA,pro,2022-06-01,1,0,$89.94,crm_export,,note-2488
C02489,999,10,103.73,TX,basic,2022-02-18,0,0,$54.31,crm_export,,note-2489
C02490,40,13,86.2,TX,pro,2023-09-23,0,0,$44.56,crm_export,,note-2490
C02491,35,86,87.17,WA,basic,2023-09-06,1,1,$54.48,crm_export,service,note-2491
C02492,80,24,85.16,NY,basic,2023-02-10,1,0,$57.81,crm_export,,note-2492
C02493,58,30,35.49,NY,pro,2020-12-02,1,0,$85.29,crm_export,,note-2493
C02494,46,103,48.1,FL,basic,2022-01-10,0,0,$77.60,crm_export,,note-2494
C02495,31,105,64.88,New York,basic,2023-01-30,1,0,$81.46,crm_export,,note-2495
C02496,71,91,51.85,WA,basic,2021-01-10,1,0,$70.57,crm_export,,note-2496
C02497,77,37,43.39,WA,pro,2022-09-23,2,0,$57.60,crm_export,,note-2497
C02498,20,69,23.2,WA,basic,2020-12-14,0,0,$54.47,crm_export,,note-2498
C02499,80,24,36.34,TX,basic,2020-07-15,1,0,$78.65,crm_export,,note-2499
C02500,999,102,,FL,enterprise,2020-12-01,1,0,$101.78,crm_export,,note-2500
C02501,24,-1,68.26,WA,enterprise,2023-07-21,1,0,$51.19,crm_export,,note-2501
C02502,68,89,,CA,basic,2023-10-25,0,0,$49.64,crm_export,,note-2502
C02503,25,61,71.97,NY,basic,2023-04-12,0,0,$47.28,crm_export,,note-2503
C02504,21,90,59.15,TX,basic,2021-01-14,0,0,$86.63,crm_export,,note-2504
C02505,25,54,97.26,FL,enterprise,2022-12-27,0,0,$69.16,crm_export,,note-2505
C02506,48,18,65.96,FL,basic,2020-11-01,1,0,$81.11,crm_export,,note-2506
C02507,59,90,87.41,WA,basic,2020-06-26,0,0,$59.84,crm_export,,note-2507
C02508,45,75,75.08,TX,basic,2020-12-28,2,1,$82.36,crm_export,service,note-2508
C02509,26,55,34.95,CA,basic,2020-07-14,4,0,$64.25,crm_export,,note-2509
C02510,31,44,67.73,CA,basic,2022-06-15,0,0,$39.10,crm_export,,note-2510
C02511,75,41,39.11,WA,pro,2022-08-14,1,0,$88.46,crm_export,,note-2511
C02512,999,57,67.3,TX,basic,2020-02-19,2,0,$69.28,crm_export,,note-2512
C02513,68,31,51.37,FL,basic,2020-05-30,2,0,$63.79,crm_export,,note-2513
C02514,24,33,79.55,TX,pro,2021-11-01,2,0,$75.63,crm_export,,note-2514
C02515,72,33,36.44,WA,basic,2020-06-07,1,0,$41.12,crm_export,,note-2515
C02516,64,1,70.37,NY,basic,2023-03-05,0,0,$78.61,crm_export,,note-2516
C02517,53,111,84.31,CA,basic,2021-07-14,4,0,$58.08,crm_export,,note-2517
C02518,27,28,92.69,FL,pro,2021-07-31,0,0,$66.88,crm_export,,note-2518
C02519,84,19,50.9,TX,basic,2020-01-08,2,0,$92.79,crm_export,,note-2519
C02520,47,18,70.44,WA,pro,2022-09-09,3,0,$82.84,crm_export,,note-2520
C02521,20,118,74.6,CA,basic,2022-10-07,2,0,$66.47,crm_export,,note-2521
C02522,32,57,108.68,NY,basic,2022-11-24,4,0,$67.98,crm_export,,note-2522
C02523,999,39,32.97,ny,basic,2022-01-26,2,0,$18.79,crm_export,,note-2523
C02524,22,48,47.22,WA,basic,2021-01-12,0,0,$53.56,crm_export,,note-2524
C02525,39,10,140.11,CA,basic,2020-04-19,1,0,$73.34,crm_export,,note-2525
C02526,49,37,63.17,WA,pro,2021-03-17,0,0,$54.72,crm_export,,note-2526
C02527,81,29,22.73,CA,basic,2022-01-31,1,0,$43.47,crm_export,,note-2527
C02528,23,96,55.44,CA,basic,2020-06-12,2,1,$79.60,crm_export,service,note-2528
C02529,56,7,,WA,enterprise,2020-03-16,1,0,$96.13,crm_export,,note-2529
C02530,79,51,76.02,CA,basic,2020-10-30,2,1,$55.57,crm_export,price,note-2530
C02531,72,94,,NY,basic,2020-04-08,3,0,$87.50,crm_export,,note-2531
C02532,79,100,47.21,N.Y.,basic,2020-01-20,0,0,$84.50,crm_export,,note-2532
C02533,29,61,58.23,TX,basic,2021-11-10,1,1,$50.46,crm_export,moved,note-2533
C02534,71,26,93.09,CA,enterprise,2022-11-09,1,0,$55.45,crm_export,,note-2534
C02535,999,40,26.24,NY,enterprise,2021-11-30,1,0,$106.06,crm_export,,note-2535
C02536,39,26,36.96,NY,basic,2020-05-07,2,0,$47.66,crm_export,,note-2536
C02537,51,79,64.3,FL,enterprise,2021-04-19,1,0,$57.82,crm_export,,note-2537
C02538,999,35,51.19,TX,basic,2020-02-19,2,0,$109.31,crm_export,,note-2538
C02539,51,75,62.65,CA,enterprise,2022-05-20,0,0,$58.62,crm_export,,note-2539
C02540,37,78,38.41,TX,pro,2020-11-22,2,0,$97.06,crm_export,,note-2540
C02541,83,112,,TX,basic,2021-06-26,1,0,$49.56,crm_export,,note-2541
C02542,82,44,66.27,NY,basic,2023-06-16,1,0,$72.77,crm_export,,note-2542
C02543,43,115,83.73,TX,pro,2022-04-01,4,0,$91.72,crm_export,,note-2543
C02544,71,48,75.01,NY,basic,2022-12-06,3,0,$60.65,crm_export,,note-2544
C02545,44,81,75.17,NY,basic,2021-05-04,0,0,$71.99,crm_export,,note-2545
C02546,71,79,,FL,pro,2023-07-26,1,0,$84.89,crm_export,,note-2546
C02547,57,98,82.31,NY,basic,2022-09-27,1,0,$51.96,crm_export,,note-2547
C02548,49,56,61.73,NY,basic,2021-12-22,3,0,$114.81,crm_export,,note-2548
C02549,26,95,,CA,basic,2022-03-22,1,0,$90.75,crm_export,,note-2549
C02550,61,42,96.21,FL,pro,2022-05-22,0,0,$62.85,crm_export,,note-2550
C02551,39,58,52.01,FL,basic,2020-08-12,1,0,$65.30,crm_export,,note-2551
C02552,32,59,,FL,basic,2020-12-18,0,0,$108.23,crm_export,,note-2552
C02553,30,84,106.11,CA,basic,2022-08-18,3,0,$62.90,crm_export,,note-2553
C02554,83,74,88.82,TX,basic,2021-09-09,2,0,$60.56,crm_export,,note-2554
C02555,24,9,45.48,NY,pro,2023-01-02,2,0,$92.92,crm_export,,note-2555
C02556,71,97,15.34,FL,basic,2022-01-06,0,0,$41.99,crm_export,,note-2556
C02557,76,90,96.97,N.Y.,pro,2020-04-02,4,0,$68.43,crm_export,,note-2557
C02558,20,12,72.78,TX,basic,2022-07-19,0,1,$71.68,crm_export,moved,note-2558
C02559,57,115,51.37,TX,pro,2022-05-03,1,0,$55.93,crm_export,,note-2559
C02560,56,79,99.34,FL,basic,2021-05-25,0,0,$38.69,crm_export,,note-2560
C02561,42,10,48.46,FL,pro,2023-01-11,1,0,$71.38,crm_export,,note-2561
C02562,62,58,,WA,basic,2021-05-06,0,0,$83.76,crm_export,,note-2562
C02563,45,100,83.12,TX,pro,2020-06-09,1,0,$56.42,crm_export,,note-2563
C02564,47,33,42.16,WA,basic,2020-06-18,1,0,$46.40,crm_export,,note-2564
C02565,46,111,67.26,WA,basic,2023-06-16,1,0,$95.12,crm_export,,note-2565
C02566,71,50,97.23,TX,basic,2021-06-10,1,0,$80.56,crm_export,,note-2566
C02567,60,27,75.28,FL,basic,2021-08-03,1,0,$62.76,crm_export,,note-2567
C02568,43,42,101.19,WA,basic,2021-03-03,0,0,$88.42,crm_export,,note-2568
C02569,80,62,98.34,WA,pro,2022-10-29,1,0,$74.83,crm_export,,note-2569
C02570,71,82,70.19,NY,pro,2022-04-27,3,0,$105.78,crm_export,,note-2570
C02571,999,111,,FL,pro,2023-06-12,0,0,$83.28,crm_export,,note-2571
C02572,66,23,42.36,TX,enterprise,2023-06-06,0,0,$42.20,crm_export,,note-2572
C02573,44,115,89.08,CA,basic,2023-10-17,3,1,$56.83,crm_export,price,note-2573
C02574,69,63,31.24,NY,basic,2021-04-05,1,1,$57.78,crm_export,service,note-2574
